id	label
PMUX	Acidimicrobiaceae bacterium isolate bog_515 73.20110700_S1D.11_contig_1036
PMVA	Granulicella sp. isolate bog_149 73.20110700_S1D.20_contig_10078
PMUT	Acidobacteria bacterium isolate palsa_147 73.20110700_P3M.8_contig_100268
PMUS	Acidobacteria bacterium isolate palsa_146 73.20110700_P3M.6_contig_10226
PMUR	Acidobacteriaceae bacterium isolate palsa_145 73.20110700_P3M.4_contig_1011
PMUQ	Candidate division AD3 bacterium isolate palsa_838 73.20110700_P3M.20_contig_10012
PMUM	Acidobacteriaceae bacterium isolate palsa_142 73.20110700_P3D.7_contig_1001
PMUP	Solibacterales bacterium isolate palsa_144 73.20110700_P3M.16_contig_1030
PMUN	Solibacterales bacterium isolate palsa_143 73.20110700_P3D.9_contig_101
PMUK	Candidate division WPS-2 bacterium isolate palsa_1485 73.20110700_P3D.28_contig_100467
PMUL	Acidobacteriaceae bacterium isolate palsa_141 73.20110700_P3D.3_contig_10003
PMUI	Acidobacterium sp. isolate palsa_139 73.20110700_P3D.15_contig_100
PMUJ	Acidobacteriaceae bacterium isolate palsa_140 73.20110700_P3D.20_contig_10096
PMUH	Acidobacteria bacterium isolate palsa_138 73.20110700_P2S.6_contig_101656
PMUF	Chitinophagaceae bacterium isolate palsa_949 73.20110700_P2S.20_contig_101033
PMUG	Rhizobiales bacterium isolate palsa_884 73.20110700_P2S.4_contig_10046
PMUE	Candidate division WPS-2 bacterium isolate palsa_1484 73.20110700_P2S.14_contig_1001
PMUD	Acidobacteriaceae bacterium isolate palsa_137 73.20110700_P2M.8_contig_10058
PMUB	Acidobacteriaceae bacterium isolate palsa_136 73.20110700_P2M.5_contig_1023
PMUC	Opitutaceae bacterium isolate palsa_1383 73.20110700_P2M.7_contig_100972
PMTZ	Solirubrobacterales bacterium isolate palsa_514 73.20110700_P2M.3_contig_10086
PMTY	Candidate division WPS-2 bacterium isolate palsa_1483 73.20110700_P2M.28_contig_1003
PMTX	Solibacterales bacterium isolate palsa_133 73.20110700_P2M.14_contig_10007
PMTW	Solibacterales bacterium isolate palsa_132 73.20110700_P2M.10_contig_10066
PMTV	Acidobacteria bacterium isolate palsa_134 73.20110700_P2M.1_contig_11405
PMTU	Acidobacteriaceae bacterium isolate palsa_131 73.20110700_P2D.9_contig_10014
PMTR	Solibacterales bacterium isolate palsa_129 73.20110700_P2D.63_contig_10056
PMTT	Solibacterales bacterium isolate palsa_130 73.20110700_P2D.82_contig_10018
PMTQ	Candidate division WPS-2 bacterium isolate palsa_1482 73.20110700_P2D.6_contig_10403
PMTP	Acidobacteriaceae bacterium isolate palsa_128 73.20110700_P2D.59_contig_10070
PMTO	Acidimicrobiaceae bacterium isolate palsa_512 73.20110700_P2D.54_contig_100734
PMTJ	Verrucomicrobia subdivision 3 bacterium isolate palsa_1381 73.20110700_P2D.42_contig_101133
PMTM	Spartobacteria bacterium isolate palsa_1382 73.20110700_P2D.48_contig_101
PMTK	Solibacterales bacterium isolate palsa_126 73.20110700_P2D.43_contig_10008
PMTF	Acidimicrobiaceae bacterium isolate palsa_509 73.20110700_P2D.20_contig_1010
PMTE	Candidate division AD3 bacterium isolate palsa_837 73.20110700_P2D.19_contig_102612
PMTD	Candidate division WPS-2 bacterium isolate palsa_1481 73.20110700_P2D.15_contig_10009
PMTB	Candidate division FCPU426 bacterium isolate palsa_1178 73.20110700_P2D.103_contig_101241
PMSX	Solibacterales bacterium isolate palsa_124 73.20110700_P1S.21_contig_10030
PMSS	Acidobacterium sp. isolate palsa_123 73.20110700_P1M.6_contig_100157
PMSR	Actinobacteria bacterium isolate palsa_503 73.20110700_P1M.5_contig_10006
PMSO	Acidobacteriaceae bacterium isolate palsa_121 73.20110700_P1M.10_contig_10036
PMSN	Spartobacteria bacterium isolate palsa_1379 73.20110700_P1D.9_contig_101
PMSL	Gemmatimonadetes bacterium isolate palsa_1229 73.20110700_P1D.19_contig_1013
PMSK	Acidimicrobiaceae bacterium isolate palsa_502 73.20110700_P1D.14_contig_100119
PMSJ	Spartobacteria bacterium isolate palsa_1378 73.20110700_P1D.11_contig_10358
PMWS	Acidobacteriaceae bacterium isolate bog_167 73.20110700_S3M.27_contig_10009
PMSH	Chloroflexi bacterium isolate fen_1021 73.20110700_E3M.3_contig_10322
PMSG	Ignavibacteriae bacterium isolate fen_1264 73.20110700_E3M.12_contig_10048
PMWQ	Acidimicrobiaceae bacterium isolate bog_537 73.20110700_S3M.2_contig_1027
PMWH	Acidobacteriaceae bacterium isolate bog_162 73.20110700_S2M.20_contig_100
PMVR	Acidobacteriaceae bacterium isolate bog_158 73.20110700_S2D.26_contig_1017
PMVO	Acidimicrobiaceae bacterium isolate bog_524 73.20110700_S2D.14_contig_101
PMVN	Euryarchaeota archaeon isolate bog_21 73.20110700_S2D.12_contig_10053
PMVM	Acidimicrobiaceae bacterium isolate bog_523 73.20110700_S1M.8_contig_10170
PMVL	Acidimicrobiaceae bacterium isolate bog_522 73.20110700_S1M.7_contig_1036
PMVJ	Acidobacteriaceae bacterium isolate bog_154 73.20110700_S1M.36_contig_100089
PMVD	Acidobacteriaceae bacterium isolate bog_152 73.20110700_S1D.9_contig_10054
PMUZ	Solibacterales bacterium isolate bog_150 73.20110700_S1D.2_contig_1018
PMUY	Acidimicrobiaceae bacterium isolate bog_516 73.20110700_S1D.14_contig_1033
PMUW	Verrucomicrobia subdivision 3 bacterium isolate bog_1385 73.20110700_S1D.10_contig_10142
PMUV	Acidobacteriaceae bacterium isolate palsa_148 73.20110700_P3S.4_contig_1047
PMUU	Alphaproteobacteria bacterium isolate palsa_885 73.20110700_P3S.13_contig_100496
PMUO	Opitutaceae bacterium isolate palsa_1384 73.20110700_P3M.12_contig_100012
PMUA	Acidobacteriaceae bacterium isolate palsa_135 73.20110700_P2M.4_contig_10
PMTS	Solirubrobacterales bacterium isolate palsa_513 73.20110700_P2D.73_contig_101028
PMTN	Bacteroidetes bacterium isolate palsa_948 73.20110700_P2D.50_contig_10122
PMTL	Acidimicrobiaceae bacterium isolate palsa_511 73.20110700_P2D.47_contig_104943
PMTI	Gemmatimonadetes bacterium isolate palsa_1230 73.20110700_P2D.36_contig_1005
PMTH	Acetobacteraceae bacterium isolate palsa_883 73.20110700_P2D.26_contig_100353
PMTG	Acidimicrobiaceae bacterium isolate palsa_510 73.20110700_P2D.24_contig_10091
PMTC	Acidimicrobiaceae bacterium isolate palsa_508 73.20110700_P2D.12_contig_10106
PMTA	Deltaproteobacteria bacterium isolate palsa_1092 73.20110700_P2D.10_contig_103851
PMSY	Actinobacteria bacterium isolate palsa_507 73.20110700_P1S.4_contig_10
PMSW	Actinobacteria bacterium isolate palsa_506 73.20110700_P1S.2_contig_100
PMSZ	Acidobacteriaceae bacterium isolate palsa_125 73.20110700_P1S.5_contig_10075
PMSU	Actinobacteria bacterium isolate palsa_505 73.20110700_P1S.16_contig_10160
PMSV	Chitinophagaceae bacterium isolate palsa_947 73.20110700_P1S.19_contig_1063
PMST	Actinobacteria bacterium isolate palsa_504 73.20110700_P1S.10_contig_1
PMSP	Opitutaceae bacterium isolate palsa_1380 73.20110700_P1M.12_contig_100109
PMSM	Blastocatellia bacterium isolate palsa_120 73.20110700_P1D.8_contig_108
PMSQ	Acidobacteriaceae bacterium isolate palsa_122 73.20110700_P1M.4_contig_1
PMSI	Candidate division WPS-2 bacterium isolate palsa_1480 73.20110700_P1D.1_contig_107
PMSF	Euryarchaeota archaeon isolate fen_20 73.20110700_E3M.1_contig_100739
PMSE	Nitrospiraceae bacterium isolate fen_1307 73.20110700_E2M.5_contig_10020
PMSD	Euryarchaeota archaeon isolate fen_19 73.20110700_E2M.1_contig_100
PMSB	Acidimicrobiaceae bacterium isolate fen_501 73.20110700_E2D.11_contig_10000
PMSA	Nitrospiraceae bacterium isolate fen_1306 73.20110700_E1S.2_contig_10037
PMRY	Ignavibacteriae bacterium isolate fen_1263 73.20110700_E1D.10_contig_10159
PMRZ	Euryarchaeota archaeon isolate fen_18 73.20110700_E1M.1_contig_10253
PMRX	Euryarchaeota archaeon isolate fen_17 73.20110700_E1D.1_contig_10303
PMRW	Acidimicrobiaceae bacterium isolate bog_500 73.20110600_S3S.5_contig_1008
PMRU	Acidimicrobiaceae bacterium isolate bog_499 73.20110600_S3S.1_contig_10518
PMRT	Acidimicrobiaceae bacterium isolate bog_498 73.20110600_S3M.8_contig_10082
PMRS	Verrucomicrobia bacterium isolate bog_1377 73.20110600_S3M.50_contig_101062
PMRR	Methanobacterium sp. isolate bog_16 73.20110600_S3M.49_contig_10154
PMRM	Acidobacteriaceae bacterium isolate bog_116 73.20110600_S3M.34_contig_10042
PMRQ	Acidimicrobiaceae bacterium isolate bog_497 73.20110600_S3M.45_contig_100380
PMRP	Acidobacteriaceae bacterium isolate bog_118 73.20110600_S3M.44_contig_10302
PMRN	Solibacterales bacterium isolate bog_117 73.20110600_S3M.35_contig_10104
PMRL	Syntrophaceae bacterium isolate bog_1091 73.20110600_S3M.32_contig_100318
PMRK	Acidimicrobiaceae bacterium isolate bog_496 73.20110600_S3M.3_contig_1001
PMRJ	Acidimicrobiaceae bacterium isolate bog_494 73.20110600_S3M.21_contig_10077
PMRI	Euryarchaeota archaeon isolate bog_15 73.20110600_S3M.17_contig_101423
PMRH	Acidimicrobiaceae bacterium isolate bog_493 73.20110600_S3D.8_contig_10022
PMRG	Acidimicrobiaceae bacterium isolate bog_492 73.20110600_S3D.6_contig_10068
PMRE	Candidate division AD3 bacterium isolate bog_836 73.20110600_S3D.21_contig_101
PMRD	Granulicella sp. isolate bog_115 73.20110600_S3D.19_contig_1004
PMRB	Acidimicrobiaceae bacterium isolate bog_489 73.20110600_S3D.13_contig_10154
PMRA	Acidimicrobiaceae bacterium isolate bog_488 73.20110600_S2S.5_contig_100354
PMQY	Acidobacteriaceae bacterium isolate bog_114 73.20110600_S2S.3_contig_1
PMQX	Solibacterales bacterium isolate bog_113 73.20110600_S2S.11_contig_10009
PMQT	Acidimicrobiaceae bacterium isolate bog_483 73.20110600_S2M.16_contig_10683
PMQR	Solibacterales bacterium isolate bog_111 73.20110600_S2D.50_contig_100077
PMQO	Acidobacteriaceae bacterium isolate bog_110 73.20110600_S2D.36_contig_10046
PMQN	Verrucomicrobiales bacterium isolate bog_1375 73.20110600_S2D.34_contig_100024
PMQQ	Verrucomicrobia bacterium isolate bog_1376 73.20110600_S2D.41_contig_10161
PMQM	Syntrophaceae bacterium isolate bog_1090 73.20110600_S2D.31_contig_100704
PMQL	Acidimicrobiaceae bacterium isolate bog_482 73.20110600_S2D.3_contig_10652
PMQK	Acidimicrobiaceae bacterium isolate bog_480 73.20110600_S2D.29_contig_10116
PMQJ	Solibacterales bacterium isolate bog_109 73.20110600_S2D.27_contig_10034
PMQC	Acidimicrobiaceae bacterium isolate bog_476 73.20110600_S1S.3_contig_1008
PMQG	Acidimicrobiaceae bacterium isolate bog_479 73.20110600_S2D.18_contig_10225
PMQB	Solibacterales bacterium isolate bog_105 73.20110600_S1S.25_contig_10009
PMPY	Acidimicrobiaceae bacterium isolate bog_474 73.20110600_S1M.6_contig_1053
PMPX	Acidimicrobiaceae bacterium isolate bog_473 73.20110600_S1M.56_contig_101115
PMPW	Solibacterales bacterium isolate bog_103 73.20110600_S1M.43_contig_100543
PMPV	Gammaproteobacteria bacterium isolate bog_1195 73.20110600_S1M.41_contig_10034
PMSC	Chloroflexi bacterium isolate fen_1020 73.20110700_E2D.5_contig_100483
PMRV	Acidobacteriaceae bacterium isolate bog_119 73.20110600_S3S.2_contig_10207
PMRO	Acidimicrobiaceae bacterium isolate bog_495 73.20110600_S3M.38_contig_101657
PMRC	Acidimicrobiaceae bacterium isolate bog_490 73.20110600_S3D.15_contig_100
PMRF	Acidimicrobiaceae bacterium isolate bog_491 73.20110600_S3D.3_contig_1022
PMQZ	Acidimicrobiaceae bacterium isolate bog_487 73.20110600_S2S.4_contig_10183
PMQW	Acidimicrobiaceae bacterium isolate bog_486 73.20110600_S2S.1_contig_1139
PMQU	Acidimicrobiaceae bacterium isolate bog_484 73.20110600_S2M.5_contig_10082
PMQV	Acidimicrobiaceae bacterium isolate bog_485 73.20110600_S2M.8_contig_10469
PMQS	Acidobacteriaceae bacterium isolate bog_112 73.20110600_S2M.15_contig_10185
PMQP	Acidimicrobiaceae bacterium isolate bog_481 73.20110600_S2D.37_contig_100
PMQI	Acidobacteriaceae bacterium isolate bog_108 73.20110600_S2D.25_contig_10006
PMQH	Acidobacteriaceae bacterium isolate bog_107 73.20110600_S2D.23_contig_10005
PMQF	Acidimicrobiaceae bacterium isolate bog_478 73.20110600_S2D.12_contig_10013
PMQE	Euryarchaeota archaeon isolate bog_14 73.20110600_S2D.10_contig_10215
PMQD	Acidimicrobiaceae bacterium isolate bog_477 73.20110600_S1S.7_contig_10383
PMQA	Acidobacteriaceae bacterium isolate bog_106 73.20110600_S1S.2_contig_10131
PMPZ	Acidimicrobiaceae bacterium isolate bog_475 73.20110600_S1S.1_contig_1205
PNAZ	Chloroflexi bacterium isolate palsa_1033 73.20110800_P1M.33_contig_100951
PNAT	Acidimicrobiaceae bacterium isolate palsa_552 73.20110800_P1D.86_contig_10012
PNAS	Spartobacteria bacterium isolate palsa_1395 73.20110800_P1D.8_contig_1016
PNAR	Acidobacteriaceae bacterium isolate palsa_188 73.20110800_P1D.77_contig_100102
PNAP	Chloroflexi bacterium isolate palsa_1032 73.20110800_P1D.67_contig_10000
PNAV	Gemmatimonadetes bacterium isolate palsa_1235 73.20110800_P1M.22_contig_10018
PNAO	Verrucomicrobia subdivision 3 bacterium isolate palsa_1394 73.20110800_P1D.66_contig_100113
PNAN	Candidate division AD3 bacterium isolate palsa_841 73.20110800_P1D.6_contig_1242
PNAL	Rhizobiales bacterium isolate palsa_889 73.20110800_P1D.50_contig_100445
PNAI	Rhizobiales bacterium isolate palsa_888 73.20110800_P1D.41_contig_1017
PNAG	Candidate division AD3 bacterium isolate palsa_840 73.20110800_P1D.25_contig_10917
PNAK	Spartobacteria bacterium isolate palsa_1393 73.20110800_P1D.5_contig_1004
PNAE	Gemmatimonadetes bacterium isolate palsa_1233 73.20110800_P1D.22_contig_1040
PNAD	Acidimicrobiaceae bacterium isolate palsa_550 73.20110800_P1D.15_contig_10015
PNAB	Candidate division WPS-2 bacterium isolate palsa_1487 73.20110800_P1D.13_contig_100157
PNAC	Gemmatimonadetes bacterium isolate palsa_1232 73.20110800_P1D.14_contig_1015
PNAA	Spartobacteria bacterium isolate palsa_1392 73.20110800_P1D.12_contig_10154
PMZY	Candidate division WPS-2 bacterium isolate palsa_1488 73.20110800_P1D.1_contig_1258
PMZV	Bacteroidales bacterium isolate fen_951 73.20110800_E3M.21_contig_10073
PMZX	Myxococcales bacterium isolate fen_1103 73.20110800_E3M.7_contig_1006
PMZW	Nitrospiraceae bacterium isolate fen_1309 73.20110800_E3M.5_contig_100349
PMZU	Methanoregula sp. isolate fen_34 73.20110800_E3D.97_contig_10958
PMZT	Planctomycetia bacterium isolate fen_1346 73.20110800_E3D.93_contig_100191
PMZS	Spirochaetaceae bacterium isolate fen_1364 73.20110800_E3D.78_contig_100464
PMZR	Acidobacteria bacterium isolate fen_186 73.20110800_E3D.77_contig_102322
PMZQ	Actinobacteria bacterium isolate fen_549 73.20110800_E3D.70_contig_10004
PNAY	Rhizobiales bacterium isolate palsa_891 73.20110800_P1M.30_contig_10199
PNAW	Rhizobiales bacterium isolate palsa_890 73.20110800_P1M.25_contig_10043
PNAU	Gemmatimonadetes bacterium isolate palsa_1234 73.20110800_P1M.14_contig_1039
PNAX	Rhizobiales bacterium isolate palsa_893 73.20110800_P1M.3_contig_1014
PNAQ	Candidate division WPS-2 bacterium isolate palsa_1489 73.20110800_P1D.7_contig_10021
PNAM	Myxococcales bacterium isolate palsa_1104 73.20110800_P1D.52_contig_100701
PNAJ	Solibacterales bacterium isolate palsa_187 73.20110800_P1D.42_contig_10007
PNAH	Acidimicrobiaceae bacterium isolate palsa_551 73.20110800_P1D.27_contig_1065
PMZP	Candidatus Taylorbacteria bacterium isolate fen_1323 73.20110800_E3D.67_contig_104246
PNAF	Rhizobiales bacterium isolate palsa_887 73.20110800_P1D.24_contig_1006
PMZN	Acidimicrobiaceae bacterium isolate fen_548 73.20110800_E3D.6_contig_10003
PMZZ	Spartobacteria bacterium isolate palsa_1391 73.20110800_P1D.10_contig_1002
PMZJ	Phycisphaerales bacterium isolate fen_1345 73.20110800_E3D.38_contig_10030
PMZL	Acidobacteria bacterium isolate fen_185 73.20110800_E3D.5_contig_10205
PMZF	Syntrophaceae bacterium isolate fen_1100 73.20110800_E3D.16_contig_101625
PMZI	Ignavibacteriae bacterium isolate fen_1268 73.20110800_E3D.28_contig_102626
PMZE	Acidobacteriaceae bacterium isolate fen_184 73.20110800_E3D.14_contig_10133
PMZG	Syntrophaceae bacterium isolate fen_1102 73.20110800_E3D.2_contig_101393
PMZD	Caldiserica bacterium isolate fen_1009 73.20110800_E3D.12_contig_10305
PMZC	Deltaproteobacteria bacterium isolate fen_1099 73.20110800_E3D.111_contig_100544
PMZB	Chlamydiia bacterium isolate fen_1388 73.20110800_E3D.110_contig_10056
PMZA	Armatimonadetes bacterium isolate fen_943 73.20110800_E3D.109_contig_100318
PMYZ	Euryarchaeota archaeon isolate fen_32 73.20110800_E2S.1_contig_10021
PMYV	Methanothrix sp. isolate fen_31 73.20110800_E2M.30_contig_100285
PMYY	Nitrospiraceae bacterium isolate fen_1308 73.20110800_E2M.9_contig_10017
PMYX	Syntrophaceae bacterium isolate fen_1098 73.20110800_E2M.5_contig_10097
PMYU	Chloroflexi bacterium isolate fen_1031 73.20110800_E2M.25_contig_10042
PMYT	Acidimicrobiaceae bacterium isolate fen_547 73.20110800_E2M.22_contig_10012
PMYS	Ignavibacteriae bacterium isolate fen_1266 73.20110800_E2M.20_contig_10009
PMYR	Dehalococcoidia bacterium isolate fen_1030 73.20110800_E2M.10_contig_10010
PMYQ	Euryarchaeota archaeon isolate fen_30 73.20110800_E2M.1_contig_1007
PMYP	Caldiserica bacterium isolate fen_1008 73.20110800_E2D.8_contig_10076
PMYO	Acidobacteria bacterium isolate fen_183 73.20110800_E2D.76_contig_10273
PMYL	Acidobacteriaceae bacterium isolate fen_182 73.20110800_E2D.6_contig_10155
PMYI	Chloroflexi bacterium isolate fen_1028 73.20110800_E2D.51_contig_10041
PMYJ	Candidate division AD3 bacterium isolate fen_839 73.20110800_E2D.52_contig_100323
PMYG	Actinobacteria bacterium isolate fen_546 73.20110800_E2D.43_contig_100027
PMYB	Solibacterales bacterium isolate fen_178 73.20110800_E2D.16_contig_1004
PMYA	Euryarchaeota archaeon isolate fen_29 73.20110800_E2D.14_contig_10433
PMXY	Methanoregula sp. isolate fen_28 73.20110800_E1S.26_contig_100944
PMXW	Methanoregula sp. isolate fen_24 73.20110800_E1M.18_contig_102915
PMXT	Actinobacteria bacterium isolate fen_544 73.20110800_E1D.61_contig_10040
PMXU	Euryarchaeota archaeon isolate fen_25 73.20110800_E1M.1_contig_1028
PMXR	Chloroflexi bacterium isolate fen_1026 73.20110800_E1D.52_contig_100342
PMXS	Acidimicrobiaceae bacterium isolate fen_545 73.20110800_E1D.6_contig_1009
PMXQ	Chloroflexi bacterium isolate fen_1024 73.20110800_E1D.46_contig_10054
PMXL	Myxococcales bacterium isolate fen_1095 73.20110800_E1D.21_contig_10019
PMZO	Ignavibacteriae bacterium isolate fen_1269 73.20110800_E3D.64_contig_100468
PMZM	Verrucomicrobia subdivision 3 bacterium isolate fen_1390 73.20110800_E3D.52_contig_10095
PMZK	Verrucomicrobia subdivision 3 bacterium isolate fen_1389 73.20110800_E3D.39_contig_10027
PMZH	Syntrophaceae bacterium isolate fen_1101 73.20110800_E3D.23_contig_100047
PMYW	Ignavibacteriae bacterium isolate fen_1267 73.20110800_E2M.39_contig_100030
PMYN	Gemmatimonadetes bacterium isolate fen_1231 73.20110800_E2D.66_contig_10090
PMYM	Phycisphaerales bacterium isolate fen_1344 73.20110800_E2D.65_contig_10057
PMYK	Chloroflexi bacterium isolate fen_1029 73.20110800_E2D.56_contig_105
PMYH	Acidobacteria bacterium isolate fen_181 73.20110800_E2D.44_contig_101078
PMYF	Acidobacteria bacterium isolate fen_180 73.20110800_E2D.41_contig_100625
PMYE	Acidobacteriaceae bacterium isolate fen_179 73.20110800_E2D.40_contig_10023
PMYD	Phycisphaerales bacterium isolate fen_1343 73.20110800_E2D.35_contig_10095
PMYC	Dehalococcoidia bacterium isolate fen_1027 73.20110800_E2D.21_contig_10058
PMXZ	Syntrophaceae bacterium isolate fen_1097 73.20110800_E2D.10_contig_10171
PMXX	Euryarchaeota archaeon isolate fen_26 73.20110800_E1S.1_contig_10117
PMXV	Ignavibacteriae bacterium isolate fen_1265 73.20110800_E1M.12_contig_10078
PMXP	Myxococcales bacterium isolate fen_1096 73.20110800_E1D.32_contig_10181
PMXO	Chloroflexi bacterium isolate fen_1023 73.20110800_E1D.31_contig_10457
PMXN	Acidobacteriaceae bacterium isolate fen_177 73.20110800_E1D.30_contig_10028
PMXM	Acidobacteriaceae bacterium isolate fen_176 73.20110800_E1D.23_contig_100873
QGNH	Viral metagenome Bog_ctg_1000708_cat2
4889	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Legionellales; f__Coxiellaceae; g__; s__
6117	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__Frankiaceae; g__; s__
2226	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
6220	k__Bacteria; p__TM6; c__SJA-4; o__; f__; g__; s__
598	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__; g__; s__
1939	k__Bacteria; p__Planctomycetes; c__Planctomycetia; o__Gemmatales; f__Isosphaeraceae; g__; s__
5529	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Spirobacillales; f__; g__; s__
1154	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
2899	k__Bacteria; p__TM7; c__TM7-1; o__; f__; g__; s__
3554	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__MIZ46; f__; g__; s__
3523	k__Bacteria; p__Chlamydiae; c__Chlamydiia; o__Chlamydiales; f__Rhabdochlamydiaceae; g__Candidatus Rhabdochlamydia; s__
